11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:54,Blank,-30
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-31
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:55,Blank,-39
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-43
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:56,Blank,-41
11:18:57,Blank,-40
11:18:57,Blank,-40
11:18:57,Blank,-40
11:18:57,Blank,-40
11:18:57,Blank,-40
